,Horsepower in kW,Urban consumption in l/100km,Rural consumption in l/100km,Mixed consumption in l/100km,Weight in kg,energy
10470,100.0,6.1,4.6,5.2,1735,A
10471,100.0,6.0,4.2,4.9,1735,A
10472,100.0,6.0,4.3,5.0,1735,A
10473,100.0,6.1,4.6,5.2,1735,A
10474,100.0,6.1,4.6,5.2,1735,A
10475,100.0,6.1,4.6,5.2,1735,A
10476,100.0,6.0,4.2,4.9,1735,A
10477,100.0,6.0,4.3,5.0,1735,A
10478,100.0,6.1,4.6,5.2,1735,A
10479,100.0,6.1,4.6,5.2,1735,A
10480,100.0,6.1,4.6,5.2,1735,A
10481,100.0,6.0,4.2,4.9,1735,A
10482,100.0,6.0,4.3,5.0,1735,A
10483,100.0,6.1,4.6,5.2,1735,A
10484,100.0,6.1,4.6,5.2,1735,A
10485,100.0,6.1,4.6,5.2,1735,A
10486,100.0,6.0,4.2,4.9,1735,A
10487,100.0,6.0,4.3,5.0,1735,A
10488,100.0,6.1,4.6,5.2,1735,A
10489,100.0,6.1,4.6,5.2,1735,A
10490,100.0,6.1,4.6,5.2,1735,A
10491,100.0,6.0,4.2,4.9,1735,A
10492,100.0,6.0,4.3,5.0,1735,A
10493,100.0,6.1,4.6,5.2,1735,A
10494,100.0,6.1,4.6,5.2,1735,A
10495,100.0,6.1,4.6,5.2,1735,A
10496,100.0,6.0,4.2,4.9,1735,A
10497,100.0,6.0,4.3,5.0,1735,A
10498,100.0,6.1,4.6,5.2,1735,A
10499,100.0,6.1,4.6,5.2,1735,A
10500,100.0,6.1,4.6,5.2,1735,A
10501,100.0,6.0,4.2,4.9,1735,A
10502,100.0,6.0,4.3,5.0,1735,A
10503,100.0,6.1,4.6,5.2,1735,A
10504,100.0,6.1,4.6,5.2,1735,A
10505,100.0,6.1,4.6,5.2,1735,A
10506,100.0,6.1,4.3,4.9,1845,A
10507,100.0,6.1,4.4,5.1,1845,A
10508,100.0,6.1,4.3,4.9,1845,A
10509,100.0,6.1,4.5,5.1,1845,A
10510,100.0,6.1,4.4,5.1,1845,A
10511,100.0,6.1,4.5,5.1,1845,A
10512,100.0,6.1,4.5,5.1,1845,A
10513,100.0,6.1,4.4,5.1,1845,A
10514,100.0,6.1,4.5,5.1,1845,A
10515,100.0,6.1,4.3,4.9,1845,A
10516,100.0,6.1,4.4,5.1,1845,A
10517,100.0,6.1,4.3,4.9,1845,A
10518,100.0,6.1,4.5,5.1,1845,A
10519,100.0,6.1,4.4,5.1,1845,A
10520,100.0,6.1,4.5,5.1,1845,A
10521,100.0,6.1,4.5,5.1,1845,A
10522,100.0,6.1,4.4,5.1,1845,A
10523,100.0,6.1,4.5,5.1,1845,A
10524,100.0,5.7,4.2,4.8,1845,A+
10525,100.0,5.8,4.3,4.9,1845,A
10526,100.0,5.9,4.3,4.8,1845,A+
10527,100.0,5.9,4.3,5.0,1845,A
10528,100.0,6.0,4.4,5.0,1845,A
10529,100.0,6.0,4.4,5.0,1845,A
10530,100.0,5.9,4.3,5.0,1845,A
10531,100.0,6.0,4.4,5.0,1845,A
10532,100.0,6.0,4.4,5.0,1845,A
10533,100.0,5.7,4.2,4.8,1845,A+
10534,100.0,5.8,4.3,4.9,1845,A
10535,100.0,5.9,4.3,4.8,1845,A+
10536,100.0,5.9,4.3,5.0,1845,A
10537,100.0,6.0,4.4,5.0,1845,A
10538,100.0,6.0,4.4,5.0,1845,A
10539,100.0,5.9,4.3,5.0,1845,A
10540,100.0,6.0,4.4,5.0,1845,A
10541,100.0,6.0,4.4,5.0,1845,A
10542,135.0,8.4,5.2,6.4,1720,B
10543,135.0,8.5,5.4,6.6,1720,B
10544,135.0,8.4,5.2,6.4,1720,B
10545,135.0,8.6,5.6,6.7,1720,C
10546,135.0,8.6,5.6,6.7,1720,C
10547,135.0,8.6,5.6,6.7,1720,C
10548,135.0,8.6,5.6,6.7,1720,C
10549,135.0,8.6,5.6,6.7,1720,C
10550,135.0,8.6,5.6,6.7,1720,C
10551,135.0,8.4,5.2,6.4,1720,B
10552,135.0,8.5,5.4,6.6,1720,B
10553,135.0,8.4,5.2,6.4,1720,B
10554,135.0,8.6,5.6,6.7,1720,C
10555,135.0,8.6,5.6,6.7,1720,C
10556,135.0,8.6,5.6,6.7,1720,C
10557,135.0,8.6,5.6,6.7,1720,C
10558,135.0,8.6,5.6,6.7,1720,C
10559,135.0,8.6,5.6,6.7,1720,C
10560,135.0,8.4,5.2,6.4,1720,B
10561,135.0,8.5,5.4,6.6,1720,B
10562,135.0,8.4,5.2,6.4,1720,B
10563,135.0,8.6,5.6,6.7,1720,C
10564,135.0,8.6,5.6,6.7,1720,C
10565,135.0,8.6,5.6,6.7,1720,C
10566,135.0,8.4,5.2,6.4,1720,B
10567,135.0,8.5,5.4,6.6,1720,B
10568,135.0,8.4,5.2,6.4,1720,B
10569,135.0,8.6,5.6,6.7,1720,C
10570,135.0,8.6,5.6,6.7,1720,C
10571,135.0,8.6,5.6,6.7,1720,C
10572,135.0,7.5,5.0,6.0,1735,B
10573,135.0,7.7,5.2,6.1,1735,B
10574,135.0,7.5,5.0,6.0,1735,B
10575,135.0,7.8,5.4,6.2,1735,B
10576,135.0,8.0,5.4,6.3,1735,B
10577,135.0,7.8,5.4,6.2,1735,B
10578,135.0,8.0,5.4,6.3,1735,B
10579,135.0,7.5,5.0,6.0,1735,B
10580,135.0,7.7,5.2,6.1,1735,B
10581,135.0,7.5,5.0,6.0,1735,B
10582,135.0,7.8,5.4,6.2,1735,B
10583,135.0,8.0,5.4,6.3,1735,B
10584,135.0,7.8,5.4,6.2,1735,B
10585,135.0,8.0,5.4,6.3,1735,B
10586,135.0,7.5,5.0,6.0,1735,B
10587,135.0,7.7,5.2,6.1,1735,B
10588,135.0,7.5,5.0,6.0,1735,B
10589,135.0,7.8,5.4,6.2,1735,B
10590,135.0,8.0,5.4,6.3,1735,B
10591,135.0,7.5,5.0,6.0,1735,B
10592,135.0,7.7,5.2,6.1,1735,B
10593,135.0,7.5,5.0,6.0,1735,B
10594,135.0,7.8,5.4,6.2,1735,B
10595,135.0,8.0,5.4,6.3,1735,B
10596,100.0,6.2,4.5,5.2,1845,A
10597,100.0,6.3,4.6,5.3,1845,A
10598,100.0,6.4,4.8,5.4,1845,A
10599,100.0,6.4,4.8,5.4,1845,A
10600,100.0,6.2,4.5,5.2,1845,A
10601,100.0,6.3,4.6,5.3,1845,A
10602,100.0,6.4,4.8,5.4,1845,A
10603,100.0,6.4,4.8,5.4,1845,A
10604,100.0,6.2,4.5,5.2,1845,A
10605,100.0,6.3,4.6,5.3,1845,A
10606,100.0,6.4,4.8,5.4,1845,A
10607,100.0,6.4,4.8,5.4,1845,A
10608,100.0,6.2,4.5,5.2,1845,A
10609,100.0,6.3,4.6,5.3,1845,A
10610,100.0,6.4,4.8,5.4,1845,A
10611,100.0,6.4,4.8,5.4,1845,A
10612,100.0,6.2,4.5,5.2,1845,A
10613,100.0,6.3,4.6,5.3,1845,A
10614,100.0,6.4,4.8,5.4,1845,A
10615,100.0,6.2,4.5,5.2,1845,A
10616,100.0,6.3,4.6,5.3,1845,A
10617,100.0,6.4,4.8,5.4,1845,A
10618,100.0,6.2,4.5,5.2,1845,A
10619,100.0,6.3,4.6,5.3,1845,A
10620,100.0,6.4,4.8,5.4,1845,A
10621,100.0,6.2,4.5,5.2,1845,A
10622,100.0,6.3,4.6,5.3,1845,A
10623,100.0,6.4,4.8,5.4,1845,A
10624,100.0,6.2,4.5,5.2,1845,A
10625,100.0,6.3,4.6,5.3,1845,A
10626,100.0,6.4,4.8,5.4,1845,A
10627,100.0,6.4,4.8,5.4,1845,A
10628,100.0,6.2,4.5,5.2,1845,A
10629,100.0,6.3,4.6,5.3,1845,A
10630,100.0,6.4,4.8,5.4,1845,A
10631,100.0,6.4,4.8,5.4,1845,A
10632,100.0,6.2,4.5,5.2,1845,A
10633,100.0,6.3,4.6,5.3,1845,A
10634,100.0,6.4,4.8,5.4,1845,A
10635,100.0,6.4,4.8,5.4,1845,A
10636,100.0,6.2,4.5,5.2,1845,A
10637,100.0,6.3,4.6,5.3,1845,A
10638,100.0,6.4,4.8,5.4,1845,A
10639,100.0,6.4,4.8,5.4,1845,A
10640,100.0,6.2,4.5,5.2,1845,A
10641,100.0,6.3,4.6,5.3,1845,A
10642,100.0,6.4,4.8,5.4,1845,A
10643,100.0,6.2,4.5,5.2,1845,A
10644,100.0,6.3,4.6,5.3,1845,A
10645,100.0,6.4,4.8,5.4,1845,A
10646,100.0,6.2,4.5,5.2,1845,A
10647,100.0,6.3,4.6,5.3,1845,A
10648,100.0,6.4,4.8,5.4,1845,A
10649,100.0,6.2,4.5,5.2,1845,A
10650,100.0,6.3,4.6,5.3,1845,A
10651,100.0,6.4,4.8,5.4,1845,A
10652,100.0,6.4,4.6,5.3,1845,A
10653,100.0,6.5,4.7,5.4,1845,A
10654,100.0,6.5,4.8,5.4,1845,A
10655,100.0,6.5,4.8,5.4,1845,A
10656,100.0,6.4,4.6,5.3,1845,A
10657,100.0,6.5,4.7,5.4,1845,A
10658,100.0,6.5,4.8,5.4,1845,A
10659,100.0,6.5,4.8,5.4,1845,A
10660,100.0,6.4,4.6,5.3,1845,A
10661,100.0,6.5,4.7,5.4,1845,A
10662,100.0,6.5,4.8,5.4,1845,A
10663,100.0,6.5,4.8,5.4,1845,A
10664,100.0,6.4,4.6,5.3,1845,A
10665,100.0,6.5,4.7,5.4,1845,A
10666,100.0,6.5,4.8,5.4,1845,A
10667,100.0,6.5,4.8,5.4,1845,A
10668,100.0,6.4,4.6,5.3,1845,A
10669,100.0,6.5,4.7,5.4,1845,A
10670,100.0,6.5,4.8,5.4,1845,A
10671,100.0,6.4,4.6,5.3,1845,A
10672,100.0,6.5,4.7,5.4,1845,A
10673,100.0,6.5,4.8,5.4,1845,A
10674,100.0,6.4,4.6,5.3,1845,A
10675,100.0,6.5,4.7,5.4,1845,A
10676,100.0,6.5,4.8,5.4,1845,A
10677,100.0,6.4,4.6,5.3,1845,A
10678,100.0,6.5,4.7,5.4,1845,A
10679,100.0,6.5,4.8,5.4,1845,A
10680,100.0,6.4,4.6,5.3,1845,A
10681,100.0,6.5,4.7,5.4,1845,A
10682,100.0,6.5,4.8,5.4,1845,A
10683,100.0,6.5,4.8,5.4,1845,A
10684,100.0,6.4,4.6,5.3,1845,A
10685,100.0,6.5,4.7,5.4,1845,A
10686,100.0,6.5,4.8,5.4,1845,A
10687,100.0,6.5,4.8,5.4,1845,A
10688,100.0,6.4,4.6,5.3,1845,A
10689,100.0,6.5,4.7,5.4,1845,A
10690,100.0,6.5,4.8,5.4,1845,A
10691,100.0,6.5,4.8,5.4,1845,A
10692,100.0,6.4,4.6,5.3,1845,A
10693,100.0,6.5,4.7,5.4,1845,A
10694,100.0,6.5,4.8,5.4,1845,A
10695,100.0,6.5,4.8,5.4,1845,A
10696,100.0,6.4,4.6,5.3,1845,A
10697,100.0,6.5,4.7,5.4,1845,A
10698,100.0,6.5,4.8,5.4,1845,A
10699,100.0,6.4,4.6,5.3,1845,A
10700,100.0,6.5,4.7,5.4,1845,A
10701,100.0,6.5,4.8,5.4,1845,A
10702,100.0,6.4,4.6,5.3,1845,A
10703,100.0,6.5,4.7,5.4,1845,A
10704,100.0,6.5,4.8,5.4,1845,A
10705,100.0,6.4,4.6,5.3,1845,A
10706,100.0,6.5,4.7,5.4,1845,A
10707,100.0,6.5,4.8,5.4,1845,A
10708,125.0,5.2,3.6,4.2,1735,A+
10709,125.0,5.4,3.9,4.5,1735,A+
10710,125.0,5.2,3.6,4.2,1735,A+
10711,125.0,5.5,4.1,4.6,1735,A+
10712,125.0,5.4,3.9,4.5,1735,A+
10713,125.0,5.6,4.1,4.7,1735,A+
10714,125.0,5.6,4.2,4.7,1735,A
10715,125.0,5.4,3.9,4.5,1735,A+
10716,125.0,5.5,4.1,4.6,1735,A+
10717,125.0,5.4,3.9,4.5,1735,A+
10718,125.0,5.6,4.1,4.7,1735,A+
10719,125.0,5.6,4.2,4.7,1735,A
10720,125.0,5.5,4.1,4.6,1735,A+
10721,125.0,5.6,4.2,4.7,1735,A
10722,125.0,5.2,3.6,4.2,1735,A+
10723,125.0,5.4,3.9,4.5,1735,A+
10724,125.0,5.2,3.6,4.2,1735,A+
10725,125.0,5.5,4.1,4.6,1735,A+
10726,125.0,5.4,3.9,4.5,1735,A+
10727,125.0,5.6,4.1,4.7,1735,A+
10728,125.0,5.6,4.2,4.7,1735,A
10729,125.0,5.4,3.9,4.5,1735,A+
10730,125.0,5.5,4.1,4.6,1735,A+
10731,125.0,5.4,3.9,4.5,1735,A+
10732,125.0,5.6,4.1,4.7,1735,A+
10733,125.0,5.6,4.2,4.7,1735,A
10734,125.0,5.5,4.1,4.6,1735,A+
10735,125.0,5.6,4.2,4.7,1735,A
10736,125.0,5.3,3.6,4.3,1725,A+
10737,125.0,5.6,4.1,4.7,1725,A
10738,125.0,5.3,3.6,4.3,1725,A+
10739,125.0,5.8,4.3,4.8,1725,A
10740,125.0,5.5,4.0,4.6,1725,A+
10741,125.0,5.8,4.3,4.8,1725,A
10742,125.0,5.8,4.3,4.8,1725,A
10743,125.0,5.6,4.1,4.7,1725,A
10744,125.0,5.8,4.3,4.8,1725,A
10745,125.0,5.5,4.0,4.6,1725,A+
10746,125.0,5.8,4.3,4.8,1725,A
10747,125.0,5.8,4.3,4.8,1725,A
10748,125.0,5.8,4.3,4.8,1725,A
10749,125.0,5.8,4.3,4.8,1725,A
10750,125.0,5.3,3.6,4.3,1725,A+
10751,125.0,5.6,4.1,4.7,1725,A
10752,125.0,5.3,3.6,4.3,1725,A+
10753,125.0,5.8,4.3,4.8,1725,A
10754,125.0,5.5,4.0,4.6,1725,A+
10755,125.0,5.8,4.3,4.8,1725,A
10756,125.0,5.8,4.3,4.8,1725,A
10757,125.0,5.6,4.1,4.7,1725,A
10758,125.0,5.8,4.3,4.8,1725,A
10759,125.0,5.5,4.0,4.6,1725,A+
10760,125.0,5.8,4.3,4.8,1725,A
10761,125.0,5.8,4.3,4.8,1725,A
10762,125.0,5.8,4.3,4.8,1725,A
10763,125.0,5.8,4.3,4.8,1725,A
10764,130.0,5.6,3.6,4.3,1735,A+
10765,130.0,5.8,4.0,4.6,1735,A+
10766,130.0,5.9,4.2,4.8,1735,A
10767,130.0,5.9,4.3,4.8,1735,A
10768,130.0,5.8,4.0,4.6,1735,A+
10769,130.0,5.9,4.2,4.8,1735,A
10770,130.0,5.9,4.3,4.8,1735,A
10771,130.0,5.9,4.3,4.8,1735,A
10772,130.0,5.6,3.6,4.3,1735,A+
10773,130.0,5.8,4.0,4.6,1735,A+
10774,130.0,5.9,4.2,4.8,1735,A
10775,130.0,5.9,4.3,4.8,1735,A
10776,130.0,5.8,4.0,4.6,1735,A+
10777,130.0,5.9,4.2,4.8,1735,A
10778,130.0,5.9,4.3,4.8,1735,A
10779,130.0,5.9,4.3,4.8,1735,A
10780,125.0,5.7,3.8,4.5,1705,A+
10781,125.0,5.9,4.1,4.7,1705,A
10782,125.0,5.9,4.2,4.8,1705,A
10783,125.0,5.9,4.1,4.7,1705,A
10784,125.0,5.9,4.2,4.8,1705,A
10785,125.0,5.9,4.2,4.8,1705,A
10786,125.0,5.7,3.8,4.5,1705,A+
10787,125.0,5.9,4.1,4.7,1705,A
10788,125.0,5.9,4.2,4.8,1705,A
10789,125.0,5.9,4.1,4.7,1705,A
10790,125.0,5.9,4.2,4.8,1705,A
10791,125.0,5.9,4.2,4.8,1705,A
10792,125.0,5.8,3.9,4.6,1715,A+
10793,125.0,5.9,4.2,4.8,1715,A
10794,125.0,6.0,4.3,4.9,1715,A
10795,125.0,5.9,4.2,4.8,1715,A
10796,125.0,6.0,4.3,4.9,1715,A
10797,125.0,6.0,4.3,4.9,1715,A
10798,125.0,5.8,3.9,4.6,1715,A+
10799,125.0,5.9,4.2,4.8,1715,A
10800,125.0,6.0,4.3,4.9,1715,A
10801,125.0,5.9,4.2,4.8,1715,A
10802,125.0,6.0,4.3,4.9,1715,A
10803,125.0,6.0,4.3,4.9,1715,A
10804,125.0,5.6,4.1,4.7,1845,A+
10805,125.0,5.7,4.3,4.9,1845,A+
10806,125.0,5.5,4.1,4.6,1845,A+
10807,125.0,5.7,4.4,4.8,1845,A+
10808,125.0,5.7,4.4,4.8,1845,A+
10809,125.0,5.6,4.1,4.7,1845,A+
10810,125.0,5.7,4.3,4.9,1845,A+
10811,125.0,5.5,4.1,4.6,1845,A+
10812,125.0,5.7,4.4,4.8,1845,A+
10813,125.0,5.7,4.4,4.8,1845,A+
10814,125.0,5.7,4.3,4.9,1845,A+
10815,125.0,5.7,4.4,4.8,1845,A+
10816,125.0,5.6,4.1,4.7,1845,A+
10817,125.0,5.7,4.3,4.9,1845,A+
10818,125.0,5.5,4.1,4.6,1845,A+
10819,125.0,5.7,4.4,4.8,1845,A+
10820,125.0,5.7,4.4,4.8,1845,A+
10821,125.0,5.6,4.1,4.7,1845,A+
10822,125.0,5.7,4.3,4.9,1845,A+
10823,125.0,5.5,4.1,4.6,1845,A+
10824,125.0,5.7,4.4,4.8,1845,A+
10825,125.0,5.7,4.4,4.8,1845,A+
10826,125.0,5.7,4.3,4.9,1845,A+
10827,125.0,5.7,4.4,4.8,1845,A+
10828,125.0,5.8,4.2,4.9,1845,A+
10829,125.0,6.0,4.4,5.1,1845,A
10830,125.0,5.7,4.2,4.7,1845,A+
10831,125.0,6.0,4.5,5.0,1845,A
10832,125.0,6.0,4.5,5.1,1845,A
10833,125.0,5.8,4.2,4.9,1845,A+
10834,125.0,6.0,4.4,5.1,1845,A
10835,125.0,5.7,4.2,4.7,1845,A+
10836,125.0,6.0,4.5,5.0,1845,A
10837,125.0,6.0,4.5,5.1,1845,A
10838,125.0,6.0,4.4,5.1,1845,A
10839,125.0,6.0,4.5,5.1,1845,A
10840,125.0,5.8,4.2,4.9,1845,A+
10841,125.0,6.0,4.4,5.1,1845,A
10842,125.0,5.7,4.2,4.7,1845,A+
10843,125.0,6.0,4.5,5.0,1845,A
10844,125.0,6.0,4.5,5.1,1845,A
10845,125.0,5.8,4.2,4.9,1845,A+
10846,125.0,6.0,4.4,5.1,1845,A
10847,125.0,5.7,4.2,4.7,1845,A+
10848,125.0,6.0,4.5,5.0,1845,A
10849,125.0,6.0,4.5,5.1,1845,A
10850,125.0,6.0,4.4,5.1,1845,A
10851,125.0,6.0,4.5,5.1,1845,A
10852,130.0,5.8,4.2,4.7,1845,A+
10853,130.0,6.0,4.5,5.0,1845,A
10854,130.0,6.0,4.5,5.0,1845,A
10855,130.0,5.8,4.2,4.7,1845,A+
10856,130.0,6.0,4.5,5.0,1845,A
10857,130.0,6.0,4.5,5.0,1845,A
10858,130.0,6.0,4.5,5.0,1845,A
10859,130.0,5.8,4.2,4.7,1845,A+
10860,130.0,6.0,4.5,5.0,1845,A
10861,130.0,6.0,4.5,5.0,1845,A
10862,130.0,5.8,4.2,4.7,1845,A+
10863,130.0,6.0,4.5,5.0,1845,A
10864,130.0,6.0,4.5,5.0,1845,A
10865,130.0,6.0,4.5,5.0,1845,A
10866,125.0,5.9,4.2,4.9,1825,A
10867,125.0,6.2,4.6,5.2,1825,A
10868,125.0,5.9,4.2,4.9,1825,A
10869,125.0,6.2,4.6,5.2,1825,A
10870,125.0,5.9,4.2,4.9,1825,A
10871,125.0,6.2,4.6,5.2,1825,A
10872,125.0,5.9,4.2,4.9,1825,A
10873,125.0,6.2,4.6,5.2,1825,A
10874,125.0,5.8,4.2,4.8,1835,A+
10875,125.0,5.9,4.4,4.9,1835,A
10876,125.0,5.8,4.2,4.8,1835,A+
10877,125.0,5.9,4.4,4.9,1835,A
10878,125.0,5.8,4.2,4.8,1835,A+
10879,125.0,5.9,4.4,4.9,1835,A
10880,125.0,5.8,4.2,4.8,1835,A+
10881,125.0,5.9,4.4,4.9,1835,A
10882,120.0,5.4,4.0,4.5,1760,A+
10883,120.0,5.5,4.1,4.6,1760,A+
10884,120.0,5.5,4.2,4.6,1760,A+
10885,120.0,5.5,4.1,4.6,1760,A+
10886,120.0,5.5,4.2,4.6,1760,A+
10887,120.0,5.2,3.7,4.3,1735,A+
10888,120.0,5.3,3.9,4.4,1760,A+
10889,120.0,5.3,4.1,4.4,1760,A+
10890,120.0,5.2,3.7,4.3,1760,A+
10891,120.0,5.3,3.9,4.4,1760,A+
10892,120.0,5.3,4.1,4.4,1760,A+
10893,120.0,5.3,3.9,4.4,1760,A+
10894,120.0,5.3,4.1,4.4,1760,A+
10895,120.0,5.3,3.9,4.4,1760,A+
10896,120.0,5.3,4.1,4.4,1760,A+
10897,120.0,5.4,4.0,4.5,1760,A+
10898,120.0,5.5,4.1,4.6,1760,A+
10899,120.0,5.5,4.2,4.6,1760,A+
10900,120.0,5.5,4.1,4.6,1760,A+
10901,120.0,5.5,4.2,4.6,1760,A+
10902,120.0,5.2,3.7,4.3,1735,A+
10903,120.0,5.3,3.9,4.4,1760,A+
10904,120.0,5.3,4.1,4.4,1760,A+
10905,120.0,5.2,3.7,4.3,1760,A+
10906,120.0,5.3,3.9,4.4,1760,A+
10907,120.0,5.3,4.1,4.4,1760,A+
10908,120.0,5.3,3.9,4.4,1760,A+
10909,120.0,5.3,4.1,4.4,1760,A+
10910,120.0,5.3,3.9,4.4,1760,A+
10911,120.0,5.3,4.1,4.4,1760,A+
10912,120.0,5.4,4.0,4.5,1760,A+
10913,120.0,5.5,4.1,4.6,1760,A+
10914,120.0,5.5,4.2,4.6,1760,A+
10915,120.0,5.5,4.1,4.6,1760,A+
10916,120.0,5.5,4.2,4.6,1760,A+
10917,120.0,5.2,3.7,4.3,1735,A+
10918,120.0,5.3,3.9,4.4,1760,A+
10919,120.0,5.3,4.1,4.4,1760,A+
10920,120.0,5.2,3.7,4.3,1760,A+
10921,120.0,5.3,3.9,4.4,1760,A+
10922,120.0,5.3,4.1,4.4,1760,A+
10923,120.0,5.3,3.9,4.4,1760,A+
10924,120.0,5.3,4.1,4.4,1760,A+
10925,120.0,5.3,3.9,4.4,1760,A+
10926,120.0,5.3,4.1,4.4,1760,A+
10927,120.0,5.4,4.0,4.5,1760,A+
10928,120.0,5.5,4.1,4.6,1760,A+
10929,120.0,5.5,4.2,4.6,1760,A+
10930,120.0,5.5,4.1,4.6,1760,A+
10931,120.0,5.5,4.2,4.6,1760,A+
10932,120.0,5.2,3.7,4.3,1735,A+
10933,120.0,5.3,3.9,4.4,1760,A+
10934,120.0,5.3,4.1,4.4,1760,A+
10935,120.0,5.2,3.7,4.3,1760,A+
10936,120.0,5.3,3.9,4.4,1760,A+
10937,120.0,5.3,4.1,4.4,1760,A+
10938,120.0,5.3,3.9,4.4,1760,A+
10939,120.0,5.3,4.1,4.4,1760,A+
10940,120.0,5.3,3.9,4.4,1760,A+
10941,120.0,5.3,4.1,4.4,1760,A+
10942,120.0,5.6,4.0,4.5,1735,A+
10943,120.0,5.7,4.1,4.7,1735,A+
10944,120.0,5.7,4.2,4.8,1735,A
10945,120.0,5.7,4.1,4.7,1735,A+
10946,120.0,5.7,4.2,4.8,1735,A
10947,120.0,5.5,3.8,4.4,1735,A+
10948,120.0,5.7,4.1,4.7,1735,A+
10949,120.0,5.7,4.2,4.8,1735,A
10950,120.0,5.5,3.8,4.4,1735,A+
10951,120.0,5.7,4.1,4.7,1735,A+
10952,120.0,5.7,4.2,4.8,1735,A
10953,120.0,5.7,4.1,4.7,1735,A+
10954,120.0,5.7,4.2,4.8,1735,A
10955,120.0,5.7,4.1,4.7,1735,A+
10956,120.0,5.7,4.2,4.8,1735,A
10957,120.0,5.6,4.0,4.5,1735,A+
10958,120.0,5.7,4.1,4.7,1735,A+
10959,120.0,5.7,4.2,4.8,1735,A
10960,120.0,5.7,4.1,4.7,1760,A+
10961,120.0,5.7,4.2,4.8,1760,A
10962,120.0,5.5,3.8,4.4,1735,A+
10963,120.0,5.7,4.1,4.7,1735,A+
10964,120.0,5.7,4.2,4.8,1735,A
10965,120.0,5.5,3.8,4.4,1735,A+
10966,120.0,5.7,4.1,4.7,1735,A+
10967,120.0,5.7,4.2,4.8,1735,A
10968,120.0,5.7,4.1,4.7,1735,A+
10969,120.0,5.7,4.2,4.8,1735,A
10970,120.0,5.7,4.1,4.7,1735,A+
10971,120.0,5.7,4.2,4.8,1735,A
10972,120.0,5.6,4.0,4.5,1735,A+
10973,120.0,5.7,4.1,4.7,1735,A+
10974,120.0,5.7,4.2,4.8,1735,A
10975,120.0,5.7,4.1,4.7,1735,A+
10976,120.0,5.7,4.2,4.8,1735,A
10977,120.0,5.5,3.8,4.4,1735,A+
10978,120.0,5.7,4.1,4.7,1735,A+
10979,120.0,5.7,4.2,4.8,1735,A
10980,120.0,5.5,3.8,4.4,1735,A+
10981,120.0,5.7,4.1,4.7,1735,A+
10982,120.0,5.7,4.2,4.8,1735,A
10983,120.0,5.7,4.1,4.7,1735,A+
10984,120.0,5.7,4.2,4.8,1735,A
10985,120.0,5.7,4.1,4.7,1735,A+
10986,120.0,5.7,4.2,4.8,1735,A
10987,120.0,5.6,4.0,4.5,1735,A+
10988,120.0,5.7,4.1,4.7,1735,A+
10989,120.0,5.7,4.2,4.8,1735,A
10990,120.0,5.7,4.1,4.7,1760,A+
10991,120.0,5.7,4.2,4.8,1760,A
10992,120.0,5.5,3.8,4.4,1735,A+
10993,120.0,5.7,4.1,4.7,1735,A+
10994,120.0,5.7,4.2,4.8,1735,A
10995,120.0,5.5,3.8,4.4,1735,A+
10996,120.0,5.7,4.1,4.7,1735,A+
10997,120.0,5.7,4.2,4.8,1735,A
10998,120.0,5.7,4.1,4.7,1735,A+
10999,120.0,5.7,4.2,4.8,1735,A
11000,120.0,5.7,4.1,4.7,1735,A+
11001,120.0,5.7,4.2,4.8,1735,A
11002,125.0,5.4,4.0,4.5,1760,A+
11003,125.0,5.3,3.9,4.5,1760,A+
11004,125.0,5.5,4.1,4.6,1760,A+
11005,125.0,5.4,4.0,4.6,1760,A+
11006,125.0,5.6,4.2,4.7,1760,A
11007,125.0,5.5,4.2,4.6,1760,A+
11008,125.0,5.5,4.1,4.6,1760,A+
11009,125.0,5.6,4.2,4.7,1760,A
11010,125.0,5.5,4.2,4.6,1760,A+
11011,125.0,5.2,3.7,4.3,1735,A+
11012,125.0,5.2,3.7,4.3,1735,A+
11013,125.0,5.2,3.7,4.3,1760,A+
11014,125.0,5.4,3.9,4.5,1760,A+
11015,125.0,5.3,3.9,4.5,1760,A+
11016,125.0,5.6,4.2,4.7,1760,A
11017,125.0,5.5,4.1,4.6,1760,A+
11018,125.0,5.4,4.1,4.5,1760,A+
11019,125.0,5.2,3.7,4.3,1760,A+
11020,125.0,5.4,3.9,4.5,1760,A+
11021,125.0,5.4,4.0,4.6,1760,A+
11022,125.0,5.3,3.9,4.5,1760,A+
11023,125.0,5.6,4.2,4.7,1760,A
11024,125.0,5.5,4.1,4.6,1760,A+
11025,125.0,5.4,4.1,4.5,1760,A+
11026,125.0,5.4,3.9,4.5,1760,A+
11027,125.0,5.6,4.2,4.7,1760,A
11028,125.0,5.5,4.1,4.6,1760,A+
11029,125.0,5.4,4.1,4.5,1760,A+
11030,125.0,5.4,3.9,4.5,1760,A+
11031,125.0,5.6,4.2,4.7,1760,A
11032,125.0,5.5,4.1,4.6,1760,A+
11033,125.0,5.4,4.1,4.5,1760,A+
11034,125.0,5.4,4.0,4.5,1760,A+
11035,125.0,5.3,3.9,4.5,1760,A+
11036,125.0,5.5,4.1,4.6,1760,A+
11037,125.0,5.4,4.0,4.6,1760,A+
11038,125.0,5.6,4.2,4.7,1760,A
11039,125.0,5.5,4.2,4.6,1760,A+
11040,125.0,5.5,4.1,4.6,1760,A+
11041,125.0,5.6,4.2,4.7,1760,A
