Brand,Horsepower in kW,Urban consumption in l/100km,Rural consumption in l/100km,Mixed consumption in l/100km,CO2 in g/km,Weight in kg
PSA GROUP,96.0,8.7,6.1,7.1,186.0,2290
PSA GROUP,96.0,8.7,6.1,7.1,186.0,2290
PSA GROUP,96.0,8.3,5.6,6.6,173.0,2025
PSA GROUP,96.0,8.3,5.6,6.6,173.0,2025
PSA GROUP,96.0,8.7,6.1,7.1,186.0,2290
PSA GROUP,96.0,8.7,6.1,7.1,186.0,2290
PSA GROUP,96.0,8.2,6.1,6.9,180.0,2290
PSA GROUP,96.0,8.2,6.1,6.9,180.0,2290
PSA GROUP,96.0,8.2,6.1,6.9,180.0,2290
PSA GROUP,96.0,8.2,6.1,6.9,180.0,2290
PSA GROUP,96.0,8.2,6.1,6.9,180.0,2290
PSA GROUP,96.0,8.2,6.1,6.9,180.0,2290
PSA GROUP,96.0,8.3,5.6,6.6,173.0,2025
PSA GROUP,96.0,8.3,5.6,6.6,173.0,2025
PSA GROUP,96.0,7.7,5.6,6.4,167.0,2025
PSA GROUP,96.0,7.7,5.6,6.4,167.0,2025
PSA GROUP,96.0,7.7,5.6,6.4,167.0,2025
PSA GROUP,96.0,7.7,5.6,6.4,167.0,2025
PSA GROUP,96.0,7.7,5.6,6.4,167.0,2025
PSA GROUP,109.0,8.7,6.1,7.1,186.0,2290
PSA GROUP,109.0,8.7,6.1,7.1,186.0,2290
PSA GROUP,109.0,8.3,5.6,6.6,173.0,2025
PSA GROUP,109.0,8.3,5.6,6.6,173.0,2025
PSA GROUP,109.0,8.7,6.1,7.1,186.0,2290
PSA GROUP,109.0,8.7,6.1,7.1,186.0,2290
PSA GROUP,109.0,8.2,6.1,6.9,180.0,2290
PSA GROUP,109.0,8.2,6.1,6.9,180.0,2290
PSA GROUP,109.0,8.2,6.1,6.9,180.0,2290
PSA GROUP,109.0,8.2,6.1,6.9,180.0,2290
PSA GROUP,109.0,8.3,5.6,6.6,173.0,2025
PSA GROUP,109.0,8.3,5.6,6.6,173.0,2025
PSA GROUP,109.0,7.7,5.6,6.4,167.0,2025
PSA GROUP,109.0,7.7,5.6,6.4,167.0,2025
PSA GROUP,109.0,7.7,5.6,6.4,167.0,2025
PSA GROUP,109.0,7.7,5.6,6.4,167.0,2025
PSA GROUP,130.0,10.5,6.4,7.9,207.0,2340
PSA GROUP,130.0,10.5,6.4,7.9,207.0,2340
PSA GROUP,130.0,9.3,5.5,6.9,181.0,2075
PSA GROUP,130.0,9.3,5.5,6.9,181.0,2075
PSA GROUP,130.0,10.7,6.4,8.0,210.0,2340
PSA GROUP,130.0,10.7,6.4,8.0,210.0,2340
PSA GROUP,130.0,9.5,5.5,7.0,184.0,2075
PSA GROUP,130.0,9.5,5.5,7.0,184.0,2075
PSA GROUP,85.0,8.6,6.0,7.0,182.0,2275
PSA GROUP,85.0,8.6,6.0,7.0,182.0,2275
PSA GROUP,85.0,8.0,5.4,6.4,166.0,2010
PSA GROUP,85.0,8.0,5.4,6.4,166.0,2010
PSA GROUP,85.0,8.0,5.4,6.4,166.0,2010
PSA GROUP,85.0,8.0,5.4,6.4,166.0,2010
PSA GROUP,96.0,8.7,6.1,7.1,186.0,2375
PSA GROUP,96.0,8.7,6.1,7.1,186.0,2375
PSA GROUP,96.0,8.7,6.1,7.1,186.0,2475
PSA GROUP,96.0,8.7,6.1,7.1,186.0,2450
PSA GROUP,96.0,8.5,5.9,6.9,180.0,2135
PSA GROUP,96.0,8.5,5.9,6.9,180.0,2135
PSA GROUP,96.0,8.7,6.1,7.1,186.0,2375
PSA GROUP,96.0,8.7,6.1,7.1,186.0,2375
PSA GROUP,96.0,8.7,6.1,7.1,186.0,2475
PSA GROUP,96.0,8.7,6.1,7.1,186.0,2475
PSA GROUP,96.0,8.7,6.1,7.1,186.0,2450
PSA GROUP,96.0,8.2,6.1,6.9,180.0,2375
PSA GROUP,96.0,8.2,6.1,6.9,180.0,2375
PSA GROUP,96.0,8.2,6.1,6.9,180.0,2375
PSA GROUP,96.0,8.2,6.1,6.9,180.0,2375
PSA GROUP,96.0,8.2,6.1,6.9,180.0,2375
PSA GROUP,96.0,8.2,6.1,6.9,180.0,2475
PSA GROUP,96.0,8.2,6.1,6.9,180.0,2475
PSA GROUP,96.0,8.2,6.1,6.9,180.0,2475
PSA GROUP,96.0,8.2,6.1,6.9,180.0,2450
PSA GROUP,96.0,8.5,5.9,6.9,180.0,2135
PSA GROUP,96.0,8.5,5.9,6.9,180.0,2135
PSA GROUP,96.0,7.8,6.0,6.7,174.0,2025
PSA GROUP,96.0,7.8,6.0,6.7,174.0,2025
PSA GROUP,96.0,7.8,6.0,6.7,174.0,2025
PSA GROUP,96.0,7.8,6.0,6.7,174.0,2025
PSA GROUP,109.0,8.7,6.1,7.1,186.0,2375
PSA GROUP,109.0,8.7,6.1,7.1,186.0,2375
PSA GROUP,109.0,8.7,6.1,7.1,186.0,2475
PSA GROUP,109.0,8.5,5.9,6.9,180.0,2135
PSA GROUP,109.0,8.5,5.9,6.9,180.0,2135
PSA GROUP,109.0,8.7,6.1,7.1,186.0,2375
PSA GROUP,109.0,8.7,6.1,7.1,186.0,2375
PSA GROUP,109.0,8.7,6.1,7.1,186.0,2475
PSA GROUP,109.0,8.2,6.1,6.9,180.0,2375
PSA GROUP,109.0,8.2,6.1,6.9,180.0,2375
PSA GROUP,109.0,8.2,6.1,6.9,180.0,2375
PSA GROUP,109.0,8.2,6.1,6.9,180.0,2375
PSA GROUP,109.0,8.2,6.1,6.9,180.0,2475
PSA GROUP,109.0,8.2,6.1,6.9,180.0,2475
PSA GROUP,109.0,8.2,6.1,6.9,180.0,2450
PSA GROUP,109.0,8.5,5.9,6.9,180.0,2135
PSA GROUP,109.0,8.5,5.9,6.9,180.0,2135
PSA GROUP,109.0,8.5,5.9,6.9,180.0,2135
PSA GROUP,109.0,8.5,5.9,6.9,180.0,2135
PSA GROUP,109.0,7.8,6.0,6.7,174.0,2135
PSA GROUP,109.0,7.8,6.0,6.7,174.0,2135
PSA GROUP,109.0,7.8,6.0,6.7,174.0,2135
PSA GROUP,109.0,7.8,6.0,6.7,174.0,2135
PSA GROUP,109.0,7.8,6.0,6.7,174.0,2135
PSA GROUP,109.0,7.8,6.0,6.7,174.0,2135
PSA GROUP,130.0,10.5,6.4,7.9,207.0,2425
PSA GROUP,130.0,10.5,6.4,7.9,207.0,2425
PSA GROUP,130.0,10.5,6.4,7.9,207.0,2525
PSA GROUP,130.0,10.7,6.4,8.0,210.0,2425
PSA GROUP,130.0,10.7,6.4,8.0,210.0,2425
PSA GROUP,130.0,10.7,6.4,8.0,210.0,2525
PSA GROUP,130.0,10.7,6.4,8.0,210.0,2525
PSA GROUP,85.0,8.6,6.0,7.0,182.0,2360
PSA GROUP,85.0,8.6,6.0,7.0,182.0,2360
PSA GROUP,85.0,8.6,6.0,7.0,182.0,2460
PSA GROUP,85.0,8.3,5.7,6.7,174.0,2120
PSA GROUP,85.0,8.3,5.7,6.7,174.0,2120
PSA GROUP,96.0,8.7,6.1,7.1,186.0,2540
PSA GROUP,96.0,8.7,6.1,7.1,186.0,2540
PSA GROUP,96.0,8.7,6.1,7.1,186.0,2540
PSA GROUP,96.0,8.2,6.1,6.9,180.0,2540
PSA GROUP,96.0,8.2,6.1,6.9,180.0,2540
PSA GROUP,96.0,8.2,6.1,6.9,180.0,2540
PSA GROUP,109.0,8.7,6.1,7.1,186.0,2540
PSA GROUP,109.0,8.7,6.1,7.1,186.0,2540
PSA GROUP,109.0,8.2,6.1,6.9,180.0,2540
PSA GROUP,109.0,8.2,6.1,6.9,180.0,2540
PSA GROUP,85.0,8.6,6.0,7.0,182.0,2525
PSA GROUP,96.0,8.1,6.0,6.8,178.0,2525
PSA GROUP,96.0,8.1,6.0,6.8,178.0,2525
PSA GROUP,96.0,8.1,6.0,6.8,178.0,2625
PSA GROUP,96.0,8.6,6.0,7.0,183.0,2525
PSA GROUP,96.0,8.6,6.0,7.0,183.0,2525
PSA GROUP,96.0,8.6,6.0,7.0,183.0,2625
PSA GROUP,96.0,8.1,6.0,6.8,178.0,2285
PSA GROUP,96.0,8.1,6.0,6.8,178.0,2285
PSA GROUP,96.0,8.6,6.0,7.0,183.0,2285
PSA GROUP,96.0,8.6,6.0,7.0,183.0,2285
PSA GROUP,109.0,8.1,6.0,6.8,178.0,2525
PSA GROUP,109.0,8.1,6.0,6.8,178.0,2525
PSA GROUP,109.0,8.1,6.0,6.8,178.0,2625
PSA GROUP,109.0,8.6,6.0,7.0,183.0,2525
PSA GROUP,109.0,8.6,6.0,7.0,183.0,2525
PSA GROUP,109.0,8.6,6.0,7.0,183.0,2625
PSA GROUP,109.0,8.1,6.0,6.8,178.0,2285
PSA GROUP,109.0,8.1,6.0,6.8,178.0,2285
PSA GROUP,109.0,8.6,6.0,7.0,183.0,2285
PSA GROUP,109.0,8.6,6.0,7.0,183.0,2285
PSA GROUP,96.0,8.1,6.0,6.8,178.0,2690
PSA GROUP,96.0,8.6,6.0,7.0,183.0,2690
PSA GROUP,109.0,8.1,6.0,6.8,178.0,2690
PSA GROUP,109.0,8.6,6.0,7.0,183.0,2690
PSA GROUP,57.0,8.6,5.3,6.5,152.0,1365
PSA GROUP,51.0,8.3,5.3,6.4,114.0,1365
PSA GROUP,57.0,8.9,5.5,6.8,157.0,1365
PSA GROUP,51.0,8.6,5.5,6.6,119.0,1365
PSA GROUP,55.0,5.0,3.8,4.2,112.0,1260
PSA GROUP,55.0,5.0,3.8,4.2,112.0,1275
PSA GROUP,55.0,4.8,3.7,4.1,107.0,1275
PSA GROUP,55.0,4.8,3.7,4.1,107.0,1275
PSA GROUP,55.0,5.1,3.8,4.3,113.0,1260
PSA GROUP,55.0,5.1,3.8,4.3,113.0,1275
PSA GROUP,55.0,4.9,3.6,4.1,107.0,1275
PSA GROUP,55.0,4.9,3.6,4.1,107.0,1275
PSA GROUP,55.0,5.7,3.8,4.5,119.0,1260
PSA GROUP,55.0,5.7,3.8,4.5,119.0,1260
PSA GROUP,55.0,5.7,3.8,4.5,119.0,1275
PSA GROUP,55.0,5.7,3.8,4.5,119.0,1275
PSA GROUP,70.0,5.2,3.8,4.3,113.0,1260
PSA GROUP,70.0,5.2,3.8,4.3,113.0,1275
PSA GROUP,70.0,4.9,3.6,4.1,107.0,1275
PSA GROUP,70.0,4.9,3.6,4.1,107.0,1275
PSA GROUP,54.0,8.2,5.6,6.6,152.0,1255
PSA GROUP,103.0,8.3,5.3,6.4,169.0,1958
PSA GROUP,125.0,8.3,5.3,6.4,169.0,1958
PSA GROUP,103.0,8.3,5.3,6.4,169.0,2001
PSA GROUP,125.0,8.3,5.3,6.4,169.0,2001
PSA GROUP,125.0,9.6,6.0,7.3,194.0,2119
PSA GROUP,206.0,15.9,8.5,11.3,262.0,2029
PSA GROUP,206.0,15.9,8.5,11.3,262.0,2067
PSA GROUP,51.0,6.3,3.9,4.8,110.0,1009
PSA GROUP,51.0,6.3,3.9,4.8,110.0,1000
PSA GROUP,51.0,7.3,5.3,6.0,139.0,1142
PSA GROUP,55.0,6.4,4.0,4.9,128.0,1240
PSA GROUP,55.0,6.4,4.0,4.9,128.0,1220
PSA GROUP,57.0,7.7,5.0,6.0,139.0,1183
PSA GROUP,51.0,7.6,5.0,6.0,107.0,1183
PSA GROUP,51.0,6.7,4.3,5.2,120.0,1015
PSA GROUP,51.0,6.7,4.3,5.2,120.0,1015
PSA GROUP,51.0,6.7,4.3,5.2,120.0,1055
PSA GROUP,51.0,7.1,6.3,6.6,107.0,1055
PSA GROUP,51.0,6.7,4.3,5.2,120.0,1055
PSA GROUP,51.0,7.1,6.3,6.6,107.0,1055
PSA GROUP,62.5,5.8,3.9,4.6,107.0,1155
PSA GROUP,59.0,6.1,4.0,4.8,86.0,1155
PSA GROUP,62.5,5.8,3.9,4.6,107.0,1155
PSA GROUP,59.0,6.1,4.0,4.8,86.0,1155
PSA GROUP,62.5,5.8,3.9,4.6,107.0,1155
PSA GROUP,59.0,6.1,4.0,4.8,86.0,1155
PSA GROUP,62.5,5.8,3.9,4.6,107.0,1155
PSA GROUP,59.0,6.1,4.0,4.8,86.0,1155
PSA GROUP,62.5,5.2,4.2,4.6,105.0,1050
PSA GROUP,62.5,5.2,4.2,4.6,105.0,1050
PSA GROUP,62.5,4.9,3.8,4.2,97.0,1050
PSA GROUP,62.5,4.9,3.8,4.2,97.0,1050
PSA GROUP,62.5,5.8,3.9,4.6,107.0,1155
PSA GROUP,59.0,6.1,4.0,4.8,86.0,1155
PSA GROUP,62.5,5.8,3.9,4.6,107.0,1155
PSA GROUP,59.0,6.1,4.0,4.8,86.0,1155
PSA GROUP,62.5,5.9,4.3,4.9,114.0,1125
PSA GROUP,62.5,5.9,4.3,4.9,114.0,1125
PSA GROUP,55.0,4.7,3.5,3.9,104.0,1110
PSA GROUP,55.0,4.7,3.5,3.9,104.0,1110
PSA GROUP,55.0,4.8,3.8,4.2,109.0,1110
PSA GROUP,55.0,4.8,3.8,4.2,109.0,1110
PSA GROUP,55.0,4.8,3.8,4.2,109.0,1110
PSA GROUP,55.0,5.0,4.6,4.7,125.0,1190
PSA GROUP,55.0,5.0,4.6,4.7,125.0,1190
PSA GROUP,57.0,6.7,4.6,5.4,124.0,1100
PSA GROUP,57.0,7.3,4.8,5.7,133.0,1100
PSA GROUP,57.0,9.0,5.9,7.0,114.0,1100
PSA GROUP,57.0,7.9,5.4,6.3,149.0,1245
PSA GROUP,51.0,8.2,5.4,6.4,115.0,1245
PSA GROUP,57.0,7.4,4.7,5.7,132.0,1100
PSA GROUP,55.0,5.5,3.5,4.2,112.0,1165
PSA GROUP,55.0,5.5,3.5,4.2,112.0,1165
PSA GROUP,70.0,5.3,3.5,4.2,110.0,1205
PSA GROUP,77.0,7.4,4.7,5.7,133.0,1135
PSA GROUP,62.0,4.4,2.9,3.5,90.0,1205
PSA GROUP,51.0,7.2,4.4,5.4,126.0,1090
PSA GROUP,51.0,7.2,4.4,5.4,126.0,1090
PSA GROUP,62.5,4.9,3.8,4.2,98.0,1150
PSA GROUP,57.0,6.7,4.6,5.4,124.0,1115
PSA GROUP,57.0,7.3,4.8,5.7,133.0,1115
PSA GROUP,57.0,9.0,5.9,7.0,114.0,1115
PSA GROUP,57.0,7.9,5.4,6.3,149.0,1260
PSA GROUP,51.0,8.2,5.4,6.4,115.0,1260
PSA GROUP,57.0,7.4,4.7,5.7,132.0,1115
PSA GROUP,55.0,5.5,3.5,4.2,112.0,1180
PSA GROUP,55.0,5.5,3.5,4.2,112.0,1180
PSA GROUP,70.0,5.3,3.5,4.2,110.0,1220
PSA GROUP,77.0,7.4,4.7,5.7,133.0,1150
PSA GROUP,62.0,4.4,2.9,3.5,90.0,1220
PSA GROUP,51.0,7.2,4.4,5.4,126.0,1105
PSA GROUP,51.0,7.2,4.4,5.4,126.0,1105
PSA GROUP,62.5,4.9,3.8,4.2,98.0,1165
PSA GROUP,120.0,8.2,6.3,7.0,183.0,1995
PSA GROUP,120.0,8.2,6.3,7.0,183.0,1995
PSA GROUP,120.0,8.2,6.3,7.0,183.0,2028
PSA GROUP,120.0,8.2,6.3,7.0,183.0,2028
PSA GROUP,120.0,8.2,6.3,7.0,183.0,2037
PSA GROUP,120.0,8.2,6.3,7.0,183.0,2037
PSA GROUP,94.0,8.2,6.3,7.0,183.0,1988
PSA GROUP,94.0,8.2,6.3,7.0,183.0,1988
PSA GROUP,94.0,8.2,6.3,7.0,183.0,1998
PSA GROUP,94.0,8.2,6.3,7.0,183.0,1998
PSA GROUP,94.0,8.2,6.3,7.0,183.0,2006
PSA GROUP,94.0,8.2,6.3,7.0,183.0,2006
PSA GROUP,94.0,7.9,7.4,7.6,199.0,2075
PSA GROUP,94.0,7.9,7.4,7.6,199.0,2075
PSA GROUP,94.0,7.9,7.4,7.6,199.0,2075
PSA GROUP,94.0,7.9,7.4,7.6,199.0,2075
PSA GROUP,94.0,7.9,7.4,7.6,199.0,2075
PSA GROUP,94.0,7.9,7.4,7.6,199.0,2075
PSA GROUP,88.0,9.2,5.9,7.2,165.0,1230
PSA GROUP,88.0,8.7,5.6,6.7,155.0,1230
PSA GROUP,88.0,7.9,5.2,6.2,143.0,1215
PSA GROUP,88.0,7.9,5.1,6.2,141.0,1215
PSA GROUP,88.0,9.2,5.9,7.2,165.0,1230
PSA GROUP,88.0,8.7,5.6,6.7,155.0,1230
PSA GROUP,88.0,7.9,5.2,6.2,143.0,1215
PSA GROUP,88.0,7.9,5.1,6.2,141.0,1215
PSA GROUP,99.2,6.0,4.3,4.9,128.0,1360
PSA GROUP,99.2,6.0,4.3,4.9,128.0,1360
PSA GROUP,99.2,6.2,4.2,4.9,129.0,1360
PSA GROUP,88.0,8.2,5.5,6.5,149.0,1275
PSA GROUP,88.0,8.2,5.5,6.5,149.0,1275
PSA GROUP,99.2,6.8,4.5,5.4,141.0,1425
PSA GROUP,99.2,6.6,4.7,5.3,139.0,1425
PSA GROUP,99.2,6.6,4.7,5.3,139.0,1425
FORD,77.0,8.6,5.1,6.4,149.0,1308
FORD,92.0,6.0,4.2,4.9,114.0,1279
FORD,66.0,7.9,4.9,6.0,139.0,1275
FORD,74.0,6.0,4.2,4.9,114.0,1279
FORD,66.0,7.9,4.9,6.0,139.0,1275
FORD,70.0,4.7,3.6,4.0,104.0,1310
FORD,55.0,4.8,3.8,4.1,109.0,1307
FORD,110.0,7.9,5.6,6.4,149.0,1496
FORD,110.0,7.8,5.3,6.2,144.0,1385
FORD,92.0,6.4,4.6,5.2,118.0,1493
FORD,92.0,6.3,4.5,5.1,117.0,1391
FORD,74.0,6.4,4.6,5.2,118.0,1493
FORD,74.0,6.3,4.5,5.1,117.0,1391
FORD,85.0,5.5,4.3,4.7,124.0,1504
FORD,85.0,5.4,4.0,4.5,117.0,1390
FORD,70.0,5.5,4.3,4.7,124.0,1504
FORD,70.0,5.4,4.0,4.5,117.0,1390
FORD,85.0,7.1,4.9,5.7,149.0,1634
FORD,85.0,6.9,4.7,5.5,144.0,1550
FORD,103.0,6.3,4.4,5.1,134.0,1575
FORD,103.0,7.1,4.9,5.7,149.0,1634
FORD,103.0,6.9,4.7,5.5,144.0,1550
FORD,92.0,6.6,4.7,5.4,125.0,1350
FORD,66.0,4.9,4.4,4.6,120.0,1384
FORD,134.0,7.9,4.8,5.9,138.0,1163
FORD,134.0,7.9,4.8,5.9,138.0,1163
FORD,92.0,5.3,3.7,4.3,99.0,1123
FORD,92.0,5.3,3.7,4.3,99.0,1124
FORD,92.0,5.4,3.7,4.3,99.0,1123
FORD,92.0,5.4,3.7,4.3,99.0,1124
FORD,59.0,5.1,3.8,4.3,99.0,1045
FORD,59.0,5.1,3.8,4.3,99.0,1055
FORD,59.0,5.1,3.8,4.3,99.0,1050
FORD,59.0,5.1,3.8,4.3,99.0,1055
FORD,74.0,5.3,3.7,4.3,99.0,1123
FORD,74.0,5.3,3.7,4.3,99.0,1124
FORD,74.0,6.6,3.9,4.9,114.0,1112
FORD,74.0,6.6,3.9,4.9,114.0,1122
FORD,74.0,5.3,3.7,4.3,99.0,1129
FORD,74.0,5.4,3.7,4.3,99.0,1117
FORD,74.0,5.3,3.7,4.3,99.0,1130
FORD,74.0,5.4,3.7,4.3,99.0,1127
FORD,74.0,6.6,3.9,4.9,114.0,1111
FORD,74.0,6.6,3.9,4.9,114.0,1121
FORD,60.0,6.8,4.3,5.2,122.0,1044
FORD,60.0,6.8,4.3,5.2,122.0,1051
FORD,44.0,6.8,4.3,5.2,122.0,1044
FORD,44.0,6.8,4.3,5.2,122.0,1051
FORD,55.0,4.4,3.3,3.7,98.0,1108
FORD,55.0,4.4,3.3,3.7,98.0,1118
FORD,70.0,3.4,3.0,3.2,82.0,1127
FORD,70.0,3.4,3.0,3.2,82.0,1136
FORD,70.0,4.3,3.2,3.6,94.0,1116
FORD,70.0,4.3,3.2,3.6,94.0,1123
FORD,103.0,5.6,3.9,4.5,104.0,1128
FORD,103.0,5.6,3.9,4.5,104.0,1128
FORD,120.0,7.1,5.2,5.8,147.0,1700
FORD,92.0,5.7,4.1,4.7,108.0,1280
FORD,92.0,5.8,4.2,4.8,110.0,1316
FORD,74.0,5.7,3.9,4.6,105.0,1276
FORD,74.0,5.9,4.2,4.8,109.0,1313
FORD,110.0,7.0,4.6,5.5,127.0,1325
FORD,110.0,7.1,4.7,5.6,128.0,1350
FORD,134.0,7.0,4.6,5.5,127.0,1325
FORD,134.0,7.1,4.7,5.6,128.0,1350
FORD,184.0,8.8,5.7,6.8,159.0,1437
FORD,184.0,8.8,5.7,6.8,159.0,1461
FORD,85.0,5.1,3.7,4.2,109.0,1336
FORD,85.0,5.1,3.7,4.2,109.0,1361
FORD,70.0,5.1,3.7,4.2,109.0,1332
FORD,70.0,5.1,3.7,4.2,109.0,1355
FORD,110.0,4.7,3.7,4.0,105.0,1415
FORD,110.0,5.2,4.0,4.4,115.0,1455
FORD,110.0,4.7,3.7,4.0,105.0,1460
FORD,110.0,5.2,4.0,4.4,115.0,1471
FORD,136.0,5.0,3.8,4.2,110.0,1463
FORD,136.0,5.0,3.8,4.2,110.0,1488
FORD,63.0,8.3,4.6,5.9,136.0,1264
FORD,63.0,8.4,4.7,6.0,139.0,1300
FORD,88.0,4.3,3.4,3.8,98.0,1343
FORD,88.0,4.3,3.4,3.8,98.0,1368
FORD,70.0,4.3,3.4,3.8,98.0,1350
FORD,70.0,4.3,3.4,3.8,98.0,1374
FORD,51.0,5.8,4.4,4.9,115.0,940
FORD,110.0,7.8,5.3,6.2,143.0,1579
FORD,134.0,9.3,6.2,7.4,171.0,1686
FORD,110.0,5.4,4.3,4.7,122.0,1614
FORD,110.0,6.0,4.7,5.2,135.0,1702
FORD,110.0,6.1,5.0,5.4,140.0,1716
FORD,132.0,6.0,4.7,5.2,135.0,1702
FORD,132.0,6.1,5.0,5.4,140.0,1716
FORD,88.0,5.4,4.3,4.7,122.0,1614
FORD,103.0,2.8,5.0,4.2,99.0,1579
FORD,85.0,4.1,3.3,3.6,94.0,1494
FORD,85.0,4.2,3.5,3.8,99.0,1515
FORD,177.0,10.2,5.6,7.3,169.0,1564
FORD,177.0,10.3,5.8,7.5,174.0,1584
FORD,110.3,5.1,4.0,4.4,115.0,1578
FORD,110.3,5.3,4.4,4.8,125.0,1581
FORD,110.3,5.1,4.1,4.5,117.0,1597
FORD,110.3,5.4,4.5,4.9,128.0,1601
FORD,110.3,4.6,3.7,4.1,107.0,1578
FORD,110.3,4.7,3.8,4.2,109.0,1597
FORD,132.0,5.1,4.0,4.4,115.0,1584
FORD,132.0,5.3,4.4,4.8,125.0,1589
FORD,132.0,5.1,4.1,4.5,117.0,1602
FORD,132.0,5.4,4.5,4.9,128.0,1609
FORD,85.0,4.8,3.8,4.1,109.0,1495
FORD,85.0,4.9,4.0,4.3,114.0,1514
FORD,118.0,7.8,4.6,5.8,134.0,1485
FORD,118.0,7.9,4.7,5.9,137.0,1504
FORD,118.0,8.8,5.7,6.8,159.0,1602
FORD,85.0,5.9,4.9,5.2,139.0,1703
FORD,120.0,6.5,4.7,5.3,139.0,1690
FORD,120.0,6.8,5.0,5.7,149.0,1689
FORD,103.0,6.5,4.7,5.3,139.0,1690
FORD,103.0,6.8,5.0,5.7,149.0,1689
FORD,110.0,10.9,6.3,8.0,184.0,1544
FORD,110.0,10.9,6.3,8.0,184.0,1553
FORD,110.0,10.9,6.3,8.0,184.0,1586
FORD,74.0,6.4,5.1,5.6,129.0,1495
FORD,74.0,6.4,5.1,5.6,129.0,1506
FORD,74.0,6.4,5.1,5.6,129.0,1537
FORD,85.0,5.6,4.6,4.9,130.0,1542
FORD,85.0,5.6,4.6,4.9,130.0,1596
FORD,85.0,5.6,4.6,4.9,130.0,1552
FORD,85.0,5.6,4.6,4.9,130.0,1608
FORD,85.0,5.6,4.6,4.9,130.0,1584
FORD,85.0,5.6,4.6,4.9,130.0,1641
FORD,70.0,5.6,4.6,5.0,130.0,1533
FORD,70.0,4.9,4.4,4.6,120.0,1533
FORD,70.0,5.6,4.6,5.0,130.0,1587
FORD,70.0,4.9,4.5,4.6,121.0,1587
FORD,70.0,5.6,4.6,5.0,130.0,1543
FORD,70.0,4.9,4.4,4.6,120.0,1543
FORD,70.0,5.6,4.6,5.0,130.0,1599
FORD,70.0,4.9,4.5,4.6,121.0,1599
FORD,70.0,5.6,4.6,5.0,130.0,1575
FORD,70.0,4.9,4.4,4.6,120.0,1575
FORD,70.0,5.6,4.6,5.0,130.0,1632
FORD,70.0,4.9,4.5,4.6,121.0,1632
FORD,55.3,5.6,4.6,5.0,130.0,1533
FORD,55.3,4.9,4.4,4.6,120.0,1533
FORD,55.3,5.6,4.6,5.0,130.0,1587
FORD,55.3,4.9,4.5,4.6,121.0,1587
FORD,74.0,6.2,4.7,5.2,119.0,1280
FORD,74.0,6.8,4.7,5.4,124.0,1280
FORD,70.0,4.4,3.5,3.8,100.0,1280
FORD,70.0,4.7,3.6,4.0,105.0,1280
FORD,55.0,4.4,3.6,3.9,103.0,1278
FORD,55.0,4.7,3.7,4.1,108.0,1278
FORD,114.0,7.3,6.1,6.5,172.0,2142
FORD,114.0,7.3,6.1,6.5,172.0,2157
FORD,114.0,7.3,6.1,6.5,172.0,2142
FORD,114.0,7.3,6.1,6.5,172.0,2157
FORD,114.0,7.3,6.1,6.5,172.0,2142
FORD,114.0,7.3,6.1,6.5,172.0,2157
FORD,114.0,7.3,6.1,6.5,172.0,2178
FORD,114.0,7.3,6.1,6.5,172.0,2178
FORD,114.0,7.3,6.1,6.5,172.0,2178
FORD,92.0,7.3,6.1,6.5,172.0,2142
FORD,92.0,7.3,6.1,6.5,172.0,2157
FORD,92.0,7.3,6.1,6.5,172.0,2142
FORD,92.0,7.3,6.1,6.5,172.0,2157
FORD,92.0,7.3,6.1,6.5,172.0,2142
FORD,92.0,7.3,6.1,6.5,172.0,2157
FORD,92.0,7.3,6.1,6.5,172.0,2178
FORD,92.0,7.3,6.1,6.5,172.0,2178
FORD,92.0,7.3,6.1,6.5,172.0,2178
FORD,92.0,7.6,6.3,6.8,178.0,2096
FORD,92.0,7.6,6.3,6.8,178.0,2147
FORD,92.0,7.8,6.2,6.8,180.0,2106
FORD,92.0,7.8,6.2,6.8,180.0,2161
FORD,92.0,7.8,6.2,6.8,180.0,2161
FORD,92.0,7.6,6.3,6.8,178.0,2119
FORD,92.0,7.6,6.3,6.8,178.0,2179
FORD,92.0,7.8,6.2,6.8,180.0,2128
FORD,92.0,7.9,6.3,6.9,182.0,2189
FORD,92.0,7.9,6.3,6.9,182.0,2189
FORD,74.0,7.6,6.3,6.8,178.0,2096
FORD,74.0,7.6,6.3,6.8,178.0,2147
FORD,74.0,7.8,6.2,6.8,180.0,2106
FORD,74.0,7.8,6.2,6.8,180.0,2161
FORD,74.0,7.8,6.2,6.8,180.0,2161
FORD,74.0,7.6,6.3,6.8,178.0,2119
FORD,74.0,7.6,6.3,6.8,178.0,2179
FORD,74.0,7.8,6.2,6.8,180.0,2128
FORD,74.0,7.9,6.3,6.9,182.0,2189
FORD,74.0,7.9,6.3,6.9,182.0,2189
FORD,114.0,7.1,6.0,6.4,168.0,1975
FORD,114.0,7.1,6.0,6.4,168.0,2057
FORD,114.0,7.1,6.0,6.4,168.0,1975
FORD,114.0,7.1,6.0,6.4,168.0,2057
FORD,114.0,7.1,6.0,6.4,168.0,1975
FORD,114.0,7.1,6.0,6.4,168.0,2057
FORD,114.0,7.1,6.0,6.4,168.0,1975
FORD,114.0,7.1,6.0,6.4,168.0,2057
FORD,114.0,7.1,6.0,6.4,168.0,1975
FORD,114.0,7.1,6.0,6.4,168.0,2057
FORD,114.0,7.1,6.0,6.4,168.0,1975
